disease,window,state,concern,burden,pool_burden,D,D_lo,D_hi,excludes_zero,burden_percentile,trend,gop_margin,gate,action,reason,content_row,target_row
flu,November 30 - December 27,id,24.1,3.915,4.3092,-0.9164,-1.281,0.0012,False,0.451,closing,37.52,PASS,ALERT_AND_MOBILIZE,"D = -0.916 does not exceed its uncertainty [-1.281, +0.001], so this place does not stand out, but pool burden 4.31 percent of ED visits is at or above OUR seriousness cut of 2.00. A threat serious across the whole pool still triggers action. Choosing ALERT for that case is OUR reading of the safer-error logic. Trend closing.","NOT INSTANTIATED: no state-level claim audit exists for any state, disease or window","the under-protected communities carrying the risk; state vaccination coverage is the only candidate on disk and its provenance is unreproducible from this repo, so it is NOT used here"
flu,November 30 - December 27,wy,20.2,3.5725,4.3092,-1.1787,-1.6742,-0.6244,True,0.353,closing,46.96,PASS,ALERT_AND_MOBILIZE,"D = -1.179 is past OUR alert bar of -0.50 and its interval [-1.674, -0.624] excludes zero. Downplayed regime. Burden here 3.57 percent of ED visits, pool 4.31. Trend closing.","NOT INSTANTIATED: no state-level claim audit exists for any state, disease or window","the under-protected communities carrying the risk; state vaccination coverage is the only candidate on disk and its provenance is unreproducible from this repo, so it is NOT used here"
flu,November 30 - December 27,sc,26.2,5.03,4.3092,-0.9508,-1.6072,-0.1583,True,0.706,widening,18.12,PASS,ALERT_AND_MOBILIZE,"D = -0.951 is past OUR alert bar of -0.50 and its interval [-1.607, -0.158] excludes zero. Downplayed regime. Burden here 5.03 percent of ED visits, pool 4.31. Trend widening.","NOT INSTANTIATED: no state-level claim audit exists for any state, disease or window","the under-protected communities carrying the risk; state vaccination coverage is the only candidate on disk and its provenance is unreproducible from this repo, so it is NOT used here"
flu,November 30 - December 27,nj,31.3,6.99,4.3092,-0.6898,-1.6201,-0.1223,True,0.941,widening,-6.03,PASS,ALERT_AND_MOBILIZE,"D = -0.690 is past OUR alert bar of -0.50 and its interval [-1.620, -0.122] excludes zero. Downplayed regime. Burden here 6.99 percent of ED visits, pool 4.31. Trend widening.","NOT INSTANTIATED: no state-level claim audit exists for any state, disease or window","the under-protected communities carrying the risk; state vaccination coverage is the only candidate on disk and its provenance is unreproducible from this repo, so it is NOT used here"
flu,November 30 - December 27,vt,27.8,2.6175,4.3092,0.797,-0.1628,1.6784,False,0.176,closing,-32.77,PASS,ALERT_AND_MOBILIZE,"D = +0.797 does not exceed its uncertainty [-0.163, +1.678], so this place does not stand out, but pool burden 4.31 percent of ED visits is at or above OUR seriousness cut of 2.00. A threat serious across the whole pool still triggers action. Choosing ALERT for that case is OUR reading of the safer-error logic. Trend closing.","NOT INSTANTIATED: no state-level claim audit exists for any state, disease or window","the under-protected communities carrying the risk; state vaccination coverage is the only candidate on disk and its provenance is unreproducible from this repo, so it is NOT used here"
flu,November 30 - December 27,nc,34.0,9.2525,4.3092,-0.9196,-2.1181,0.0,False,1.0,flat,3.26,PASS,ALERT_AND_MOBILIZE,"D = -0.920 does not exceed its uncertainty [-2.118, +0.000], so this place does not stand out, but pool burden 4.31 percent of ED visits is at or above OUR seriousness cut of 2.00. A threat serious across the whole pool still triggers action. Choosing ALERT for that case is OUR reading of the safer-error logic. Trend flat.","NOT INSTANTIATED: no state-level claim audit exists for any state, disease or window","the under-protected communities carrying the risk; state vaccination coverage is the only candidate on disk and its provenance is unreproducible from this repo, so it is NOT used here"
flu,November 30 - December 27,ok,26.8,1.89,4.3092,0.934,0.1989,1.7522,True,0.098,closing,34.94,PASS,ALERT_AND_MOBILIZE,"D = +0.934 is inside both bars, but pool burden 4.31 percent of ED visits is at or above OUR seriousness cut of 2.00, and a threat serious across the whole pool still triggers action even when no single place stands out. Choosing ALERT for that case is OUR reading of the safer-error logic. Trend closing.","NOT INSTANTIATED: no state-level claim audit exists for any state, disease or window","the under-protected communities carrying the risk; state vaccination coverage is the only candidate on disk and its provenance is unreproducible from this repo, so it is NOT used here"
flu,November 30 - December 27,la,30.9,6.4525,4.3092,-0.547,-1.72,0.4696,False,0.882,closing,22.36,PASS,ALERT_AND_MOBILIZE,"D = -0.547 does not exceed its uncertainty [-1.720, +0.470], so this place does not stand out, but pool burden 4.31 percent of ED visits is at or above OUR seriousness cut of 2.00. A threat serious across the whole pool still triggers action. Choosing ALERT for that case is OUR reading of the safer-error logic. Trend closing.","NOT INSTANTIATED: no state-level claim audit exists for any state, disease or window","the under-protected communities carrying the risk; state vaccination coverage is the only candidate on disk and its provenance is unreproducible from this repo, so it is NOT used here"
flu,November 30 - December 27,ms,24.4,3.21,4.3092,-0.3269,-1.1537,1.1175,False,0.275,closing,23.15,PASS,ALERT_AND_MOBILIZE,"D = -0.327 does not exceed its uncertainty [-1.154, +1.118], so this place does not stand out, but pool burden 4.31 percent of ED visits is at or above OUR seriousness cut of 2.00. A threat serious across the whole pool still triggers action. Choosing ALERT for that case is OUR reading of the safer-error logic. Trend closing.","NOT INSTANTIATED: no state-level claim audit exists for any state, disease or window","the under-protected communities carrying the risk; state vaccination coverage is the only candidate on disk and its provenance is unreproducible from this repo, so it is NOT used here"
flu,November 30 - December 27,az,18.4,1.9625,4.3092,-0.5704,-0.8715,0.329,False,0.118,widening,5.59,PASS,ALERT_AND_MOBILIZE,"D = -0.570 does not exceed its uncertainty [-0.872, +0.329], so this place does not stand out, but pool burden 4.31 percent of ED visits is at or above OUR seriousness cut of 2.00. A threat serious across the whole pool still triggers action. Choosing ALERT for that case is OUR reading of the safer-error logic. Trend widening.","NOT INSTANTIATED: no state-level claim audit exists for any state, disease or window","the under-protected communities carrying the risk; state vaccination coverage is the only candidate on disk and its provenance is unreproducible from this repo, so it is NOT used here"
flu,December 28 - January 31,me,33.0,3.682,3.5771,0.1523,-0.5875,0.626,False,0.608,closing,-7.09,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
flu,December 28 - January 31,ak,29.1,4.564,3.5771,-1.6627,-2.5309,-0.547,True,0.882,widening,13.69,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
flu,December 28 - January 31,mo,25.6,4.836,3.5771,-2.8522,-3.496,-1.082,True,0.941,widening,18.67,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
flu,December 28 - January 31,oh,28.7,3.528,3.5771,-0.6745,-1.7688,1.1048,False,0.51,widening,11.31,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
flu,December 28 - January 31,az,29.5,2.514,3.5771,0.6829,-0.3212,1.7793,False,0.137,widening,5.59,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
flu,December 28 - January 31,ma,36.9,3.056,3.5771,1.7793,1.0702,2.1006,True,0.255,widening,-25.91,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
flu,December 28 - January 31,vt,34.1,4.27,3.5771,0.0618,-0.9679,0.5239,False,0.765,closing,-32.77,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
flu,December 28 - January 31,wv,31.1,4.072,3.5771,-0.6303,-1.359,0.0573,False,0.725,closing,42.69,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
flu,December 28 - January 31,pa,32.6,2.774,3.5771,0.9797,0.4417,1.4726,True,0.235,widening,1.73,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
flu,December 28 - January 31,nv,30.8,2.364,3.5771,1.1587,0.1989,2.0401,True,0.098,widening,3.16,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
flu,December 28 - January 31,ca,32.5,3.34,3.5771,0.5381,-0.1583,1.2135,False,0.373,closing,-20.8,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
flu,December 28 - January 31,ut,18.8,3.394,3.5771,-1.8265,-1.8265,-0.7767,True,0.412,widening,22.21,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
flu,December 28 - January 31,sd,27.4,4.588,3.5771,-2.1405,-2.7728,-1.2466,True,0.902,widening,29.89,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
flu,December 28 - January 31,nd,26.4,3.618,3.5771,-1.2949,-1.8654,-0.1931,True,0.549,widening,37.39,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
flu,December 28 - January 31,mi,33.3,3.084,3.5771,1.0603,-0.2432,1.8617,False,0.294,widening,1.44,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
flu,December 28 - January 31,ar,25.4,4.348,3.5771,-2.3108,-2.8062,-0.9303,True,0.784,widening,31.34,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
flu,December 28 - January 31,al,32.8,5.18,3.5771,-1.4754,-2.1646,-0.8994,True,0.98,widening,30.88,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
flu,December 28 - January 31,ne,29.9,3.06,3.5771,0.3218,-0.4897,1.0109,False,0.275,closing,20.84,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
flu,December 28 - January 31,id,26.7,3.196,3.5771,-0.6024,-1.2664,0.6487,False,0.314,closing,37.52,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
flu,December 28 - January 31,ny,34.0,1.648,3.5771,2.7444,1.3336,3.496,True,0.02,widening,-12.69,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
flu,December 28 - January 31,la,32.2,4.526,3.5771,-0.8455,-1.6784,0.0,False,0.843,widening,22.36,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
flu,December 28 - January 31,mt,28.9,3.496,3.5771,-0.5186,-1.1018,0.1448,False,0.471,flat,20.58,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
flu,December 28 - January 31,va,37.1,3.79,3.5771,0.8543,0.2138,1.082,True,0.647,widening,-5.89,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
flu,December 28 - January 31,ri,33.7,2.256,3.5771,2.384,0.966,3.1949,True,0.039,widening,-14.16,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
flu,December 28 - January 31,sc,32.1,3.526,3.5771,0.0723,-0.5097,0.7845,False,0.49,closing,18.12,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
flu,December 28 - January 31,md,42.6,2.548,3.5771,2.5548,1.8498,3.0502,True,0.167,widening,-29.51,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
flu,December 28 - January 31,wi,27.8,3.984,3.5771,-1.2651,-2.1646,0.0,False,0.667,widening,0.87,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
flu,December 28 - January 31,tx,29.4,4.06,3.5771,-1.0048,-1.5225,-0.4058,True,0.706,flat,13.88,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
flu,December 28 - January 31,ia,28.1,5.528,3.5771,-2.8382,-3.8387,-1.6215,True,1.0,widening,13.45,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
flu,December 28 - January 31,ks,24.2,4.92,3.5771,-3.3433,-3.6443,-1.8678,True,0.961,widening,16.41,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
flu,December 28 - January 31,de,32.9,4.014,3.5771,-0.1043,-0.8442,0.421,False,0.686,closing,-14.96,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
flu,December 28 - January 31,nc,33.3,4.536,3.5771,-0.5177,-1.7564,0.2837,False,0.863,closing,3.26,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
flu,December 28 - January 31,hi,38.6,3.308,3.5771,1.8218,1.0109,2.1646,True,0.353,widening,-23.56,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
flu,December 28 - January 31,ga,27.1,2.354,3.5771,0.406,-0.6438,1.984,False,0.078,widening,2.21,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
flu,December 28 - January 31,mn,31.1,3.774,3.5771,-0.3658,-1.0297,0.2645,False,0.627,flat,-4.34,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
flu,December 28 - January 31,wa,32.1,4.388,3.5771,-0.777,-2.2272,0.625,False,0.804,closing,-18.93,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
flu,December 28 - January 31,co,35.1,2.548,3.5771,1.7814,1.0769,2.2841,True,0.167,widening,-11.29,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
flu,December 28 - January 31,nj,36.2,2.7,3.5771,1.8212,1.0945,2.2272,True,0.216,widening,-6.03,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
flu,December 28 - January 31,nh,35.6,4.158,3.5771,0.2543,-0.3717,0.6886,False,0.745,closing,-2.82,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
flu,December 28 - January 31,ct,43.0,2.322,3.5771,3.3433,2.7728,3.6443,True,0.059,widening,-14.76,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
flu,December 28 - January 31,il,32.4,3.376,3.5771,0.4385,-0.0507,0.9679,False,0.392,widening,-11.14,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
flu,December 28 - January 31,ok,25.8,3.42,3.5771,-1.1098,-1.5748,0.0012,False,0.431,widening,34.94,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
flu,December 28 - January 31,tn,29.6,3.44,3.5771,-0.199,-0.875,0.3391,False,0.451,closing,30.12,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
flu,December 28 - January 31,fl,36.1,4.404,3.5771,0.0727,-1.1628,0.705,False,0.824,closing,13.22,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
flu,December 28 - January 31,dc,43.6,2.552,3.5771,2.9393,2.2955,2.9393,True,0.196,widening,-86.63,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
flu,December 28 - January 31,wy,28.1,2.468,3.5771,0.4301,-0.2277,1.1984,False,0.118,closing,46.96,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
flu,December 28 - January 31,in,30.5,3.236,3.5771,0.205,-0.4937,0.8969,False,0.333,closing,19.3,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
flu,December 28 - January 31,ky,33.3,3.634,3.5771,0.3573,-0.9462,1.1587,False,0.569,widening,31.03,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
flu,December 28 - January 31,or,30.7,4.804,3.5771,-1.4978,-2.1732,-0.8554,True,0.922,closing,-14.87,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
flu,December 28 - January 31,ms,29.5,3.598,3.5771,-0.4702,-1.352,0.5097,False,0.529,widening,23.15,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
flu,December 28 - January 31,nm,38.2,3.648,3.5771,1.1098,-0.0489,1.8759,False,0.588,widening,-6.14,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 1 - October 25,ut,31.6,0.3925,0.4407,-0.4062,-1.8016,1.3755,False,0.402,,22.21,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 1 - October 25,ak,34.3,0.3925,0.4407,0.1232,-0.9301,0.9428,False,0.402,,13.69,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 1 - October 25,ia,31.2,0.425,0.4407,-0.8735,-1.8412,-0.0241,True,0.539,,13.45,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 1 - October 25,in,33.9,0.34,0.4407,0.6508,-0.2354,1.3178,False,0.196,,19.3,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 1 - October 25,ks,30.0,0.295,0.4407,0.0,-0.9651,1.1531,False,0.137,,16.41,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 1 - October 25,ct,39.7,0.565,0.4407,-0.1644,-0.9176,0.4344,False,0.824,,-14.76,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 1 - October 25,mt,33.5,0.65,0.4407,-1.7702,-2.5309,-1.1314,True,0.941,,20.58,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 1 - October 25,nd,27.5,0.17,0.4407,0.0,0.0,1.3336,False,0.02,,37.39,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 1 - October 25,ca,43.7,0.4975,0.4407,0.8014,0.1127,1.072,True,0.706,,-20.8,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 1 - October 25,nv,37.7,0.39,0.4407,0.7655,-0.2454,1.5682,False,0.363,,3.16,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 1 - October 25,co,39.5,0.3975,0.4407,0.8092,0.1458,1.4978,True,0.431,,-11.29,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 1 - October 25,la,35.0,0.4125,0.4407,0.0966,-0.7729,0.6544,False,0.471,,22.36,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 1 - October 25,oh,31.4,0.27,0.4407,0.6898,-0.6438,1.9285,False,0.078,,11.31,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 1 - October 25,de,37.2,0.4575,0.4407,-0.0255,-0.7925,0.598,False,0.647,,-14.96,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 1 - October 25,dc,51.1,0.2275,0.4407,3.3433,3.1489,3.6443,True,0.059,,-86.63,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 1 - October 25,ky,28.3,0.425,0.4407,-1.8412,-2.1423,-0.4165,True,0.539,,31.03,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 1 - October 25,or,38.7,0.7975,0.4407,-1.6215,-2.215,-0.9651,True,1.0,,-14.87,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
covid,October 1 - October 25,mn,36.2,0.3875,0.4407,0.7186,-0.0272,1.1497,False,0.324,,-4.34,FAIL,NO_DECISION_MEASUREMENT_CONDITION_FAILED,"measurement condition failed for this window: the perceived-risk leg does not track the benchmark here, so the rule is not actuated. The paper never names a return value for this case; the token is ours.",not applicable,not applicable
